Občina,15 do 24 let,25 do 29 let,30 do 39 let,40 do 49 let,50 do 54 let,55 let ali več,Skupaj,month,year,"15-24
let","25-29
let","30-39
let","40-49
let","50-54
let","55 let
ali več"
KAMNIK,62.0,97.0,203.0,164.0,118.0,275.0,919.0,FEB,2018,,,,,,
KANAL,19.0,22.0,46.0,37.0,18.0,46.0,188.0,FEB,2018,,,,,,
KIDRIČEVO,18.0,31.0,38.0,45.0,33.0,43.0,208.0,FEB,2018,,,,,,
KOBARID,8.0,15.0,15.0,17.0,12.0,37.0,104.0,FEB,2018,,,,,,
KOBILJE,2.0,3.0,4.0,7.0,6.0,8.0,30.0,FEB,2018,,,,,,
KOČEVJE,160.0,151.0,297.0,238.0,148.0,253.0,1247.0,FEB,2018,,,,,,
KOMEN,5.0,10.0,23.0,18.0,14.0,37.0,107.0,FEB,2018,,,,,,
KOMENDA,11.0,18.0,31.0,37.0,26.0,36.0,159.0,FEB,2018,,,,,,
KOPER,104.0,159.0,435.0,413.0,248.0,550.0,1909.0,FEB,2018,,,,,,
KOSTANJEVICA NA KRKI,1.0,6.0,22.0,13.0,18.0,23.0,83.0,FEB,2018,,,,,,
KOSTEL,6.0,1.0,5.0,5.0,7.0,10.0,34.0,FEB,2018,,,,,,
KOZJE,5.0,15.0,24.0,26.0,23.0,38.0,131.0,FEB,2018,,,,,,
KRANJ,99.0,192.0,439.0,382.0,198.0,602.0,1912.0,FEB,2018,,,,,,
KRANJSKA GORA,8.0,11.0,21.0,17.0,16.0,52.0,125.0,FEB,2018,,,,,,
KRIŽEVCI,11.0,27.0,26.0,19.0,20.0,39.0,142.0,FEB,2018,,,,,,
KRŠKO,169.0,153.0,308.0,271.0,202.0,407.0,1510.0,FEB,2018,,,,,,
KUNGOTA,22.0,29.0,46.0,46.0,24.0,54.0,221.0,FEB,2018,,,,,,
KUZMA,8.0,10.0,10.0,25.0,7.0,20.0,80.0,FEB,2018,,,,,,
LAŠKO,51.0,72.0,137.0,109.0,64.0,154.0,587.0,FEB,2018,,,,,,
LENART,28.0,36.0,48.0,39.0,34.0,51.0,236.0,FEB,2018,,,,,,
LENDAVA,78.0,70.0,147.0,164.0,115.0,274.0,848.0,FEB,2018,,,,,,
LITIJA,45.0,48.0,106.0,104.0,61.0,128.0,492.0,FEB,2018,,,,,,
LJUBLJANA,656.0,1383.0,3256.0,2656.0,1512.0,3450.0,12913.0,FEB,2018,,,,,,
LJUBNO,12.0,9.0,24.0,11.0,7.0,26.0,89.0,FEB,2018,,,,,,
LJUTOMER,67.0,69.0,103.0,124.0,94.0,190.0,647.0,FEB,2018,,,,,,
LOG - DRAGOMER,7.0,17.0,25.0,23.0,13.0,42.0,127.0,FEB,2018,,,,,,
LOGATEC,33.0,53.0,75.0,93.0,69.0,110.0,433.0,FEB,2018,,,,,,
LOŠKA DOLINA,7.0,17.0,33.0,31.0,19.0,50.0,157.0,FEB,2018,,,,,,
LOŠKI POTOK,2.0,9.0,17.0,12.0,11.0,18.0,69.0,FEB,2018,,,,,,
LOVRENC NA POHORJU,11.0,19.0,36.0,21.0,16.0,36.0,139.0,FEB,2018,,,,,,
LUČE,16.0,14.0,9.0,13.0,10.0,14.0,76.0,FEB,2018,,,,,,
LUKOVICA,9.0,16.0,26.0,32.0,17.0,45.0,145.0,FEB,2018,,,,,,
MAJŠPERK,16.0,17.0,31.0,21.0,12.0,30.0,127.0,FEB,2018,,,,,,
MAKOLE,10.0,9.0,20.0,9.0,13.0,16.0,77.0,FEB,2018,,,,,,
MARIBOR,515.0,780.0,1462.0,1299.0,828.0,1609.0,6493.0,FEB,2018,,,,,,
MARKOVCI,13.0,25.0,29.0,29.0,20.0,21.0,137.0,FEB,2018,,,,,,
MEDVODE,38.0,55.0,122.0,104.0,63.0,169.0,551.0,FEB,2018,,,,,,
MENGEŠ,13.0,41.0,63.0,46.0,35.0,58.0,256.0,FEB,2018,,,,,,
METLIKA,72.0,49.0,93.0,85.0,55.0,106.0,460.0,FEB,2018,,,,,,
MEŽICA,11.0,9.0,23.0,14.0,14.0,29.0,100.0,FEB,2018,,,,,,
MIKLAVŽ NA DRAVSKEM POLJU,25.0,43.0,59.0,52.0,28.0,74.0,281.0,FEB,2018,,,,,,
MIREN-KOSTANJEVICA,6.0,11.0,33.0,17.0,8.0,34.0,109.0,FEB,2018,,,,,,
MIRNA,5.0,10.0,9.0,9.0,19.0,20.0,72.0,FEB,2018,,,,,,
MIRNA PEČ,6.0,7.0,9.0,13.0,8.0,23.0,66.0,FEB,2018,,,,,,
MISLINJA,8.0,20.0,22.0,17.0,9.0,26.0,102.0,FEB,2018,,,,,,
MOKRONOG-TREBELNO,8.0,7.0,13.0,9.0,11.0,33.0,81.0,FEB,2018,,,,,,
MORAVČE,9.0,11.0,25.0,25.0,16.0,27.0,113.0,FEB,2018,,,,,,
MORAVSKE TOPLICE,30.0,32.0,68.0,78.0,45.0,99.0,352.0,FEB,2018,,,,,,
MOZIRJE,16.0,17.0,38.0,28.0,17.0,39.0,155.0,FEB,2018,,,,,,
MURSKA SOBOTA,108.0,140.0,254.0,242.0,167.0,324.0,1235.0,FEB,2018,,,,,,
MUTA,12.0,20.0,26.0,26.0,15.0,33.0,132.0,FEB,2018,,,,,,
NAKLO,9.0,15.0,30.0,24.0,19.0,33.0,130.0,FEB,2018,,,,,,
NAZARJE,10.0,17.0,21.0,23.0,21.0,19.0,111.0,FEB,2018,,,,,,
NOVA GORICA,57.0,114.0,250.0,202.0,115.0,316.0,1054.0,FEB,2018,,,,,,
NOVO MESTO,144.0,159.0,309.0,251.0,131.0,288.0,1282.0,FEB,2018,,,,,,
ODRANCI,6.0,6.0,17.0,21.0,17.0,26.0,93.0,FEB,2018,,,,,,
OPLOTNICA,10.0,16.0,34.0,19.0,10.0,36.0,125.0,FEB,2018,,,,,,
ORMOŽ,97.0,76.0,111.0,126.0,89.0,162.0,661.0,FEB,2018,,,,,,
OSILNICA,2.0,2.0,8.0,2.0,2.0,6.0,22.0,FEB,2018,,,,,,
PESNICA,33.0,31.0,69.0,59.0,41.0,75.0,308.0,FEB,2018,,,,,,
PIRAN,47.0,78.0,217.0,184.0,100.0,236.0,862.0,FEB,2018,,,,,,
PIVKA,15.0,17.0,38.0,37.0,28.0,86.0,221.0,FEB,2018,,,,,,
PODČETRTEK,10.0,18.0,26.0,25.0,15.0,44.0,138.0,FEB,2018,,,,,,
PODLEHNIK,4.0,9.0,12.0,16.0,17.0,16.0,74.0,FEB,2018,,,,,,
PODVELKA,7.0,12.0,17.0,20.0,14.0,23.0,93.0,FEB,2018,,,,,,
POLJČANE,18.0,14.0,38.0,21.0,22.0,42.0,155.0,FEB,2018,,,,,,
POLZELA,22.0,28.0,46.0,53.0,38.0,48.0,235.0,FEB,2018,,,,,,
POSTOJNA,46.0,69.0,147.0,121.0,88.0,172.0,643.0,FEB,2018,,,,,,
PREBOLD,16.0,20.0,44.0,38.0,36.0,57.0,211.0,FEB,2018,,,,,,
PREDDVOR,3.0,8.0,15.0,18.0,8.0,38.0,90.0,FEB,2018,,,,,,
PREVALJE,34.0,35.0,56.0,34.0,41.0,60.0,260.0,FEB,2018,,,,,,
PTUJ,101.0,145.0,207.0,184.0,109.0,222.0,968.0,FEB,2018,,,,,,
PUCONCI,44.0,38.0,71.0,82.0,52.0,97.0,384.0,FEB,2018,,,,,,
RAČE-FRAM,27.0,33.0,72.0,56.0,34.0,90.0,312.0,FEB,2018,,,,,,
RADEČE,15.0,23.0,35.0,36.0,19.0,46.0,174.0,FEB,2018,,,,,,
RADENCI,26.0,23.0,50.0,52.0,38.0,81.0,270.0,FEB,2018,,,,,,
RADLJE OB DRAVI,23.0,13.0,62.0,66.0,45.0,58.0,267.0,FEB,2018,,,,,,
RADOVLJICA,41.0,48.0,87.0,81.0,65.0,149.0,471.0,FEB,2018,,,,,,
RAVNE NA KOROŠKEM,30.0,61.0,94.0,72.0,55.0,89.0,401.0,FEB,2018,,,,,,
RAZKRIŽJE,6.0,4.0,14.0,12.0,7.0,22.0,65.0,FEB,2018,,,,,,
REČICA OB SAVINJI,10.0,18.0,15.0,14.0,13.0,20.0,90.0,FEB,2018,,,,,,
RENČE-VOGRSKO,5.0,12.0,25.0,19.0,9.0,38.0,108.0,FEB,2018,,,,,,
RIBNICA,49.0,60.0,84.0,62.0,34.0,57.0,346.0,FEB,2018,,,,,,
RIBNICA NA POHORJU,4.0,4.0,10.0,15.0,9.0,16.0,58.0,FEB,2018,,,,,,
ROGAŠKA SLATINA,45.0,63.0,100.0,106.0,79.0,151.0,544.0,FEB,2018,,,,,,
ROGAŠOVCI,32.0,20.0,52.0,38.0,36.0,59.0,237.0,FEB,2018,,,,,,
ROGATEC,13.0,20.0,32.0,26.0,26.0,43.0,160.0,FEB,2018,,,,,,
RUŠE,34.0,45.0,69.0,78.0,49.0,69.0,344.0,FEB,2018,,,,,,
SELNICA OB DRAVI,18.0,22.0,36.0,39.0,24.0,43.0,182.0,FEB,2018,,,,,,
SEMIČ,24.0,22.0,28.0,28.0,27.0,68.0,197.0,FEB,2018,,,,,,
SEVNICA,53.0,74.0,131.0,107.0,109.0,168.0,642.0,FEB,2018,,,,,,
SEŽANA,30.0,54.0,106.0,81.0,59.0,143.0,473.0,FEB,2018,,,,,,
SLOVENJ GRADEC,48.0,79.0,105.0,136.0,78.0,155.0,601.0,FEB,2018,,,,,,
SLOVENSKA BISTRICA,94.0,139.0,239.0,217.0,107.0,194.0,990.0,FEB,2018,,,,,,
SLOVENSKE KONJICE,63.0,103.0,165.0,175.0,96.0,213.0,815.0,FEB,2018,,,,,,
SODRAŽICA,3.0,3.0,10.0,5.0,9.0,22.0,52.0,FEB,2018,,,,,,
SOLČAVA,2.0,2.0,4.0,3.0,2.0,6.0,19.0,FEB,2018,,,,,,
SREDIŠČE OB DRAVI,8.0,13.0,16.0,14.0,13.0,27.0,91.0,FEB,2018,,,,,,
STARŠE,18.0,19.0,38.0,19.0,13.0,51.0,158.0,FEB,2018,,,,,,
STRAŽA,4.0,12.0,15.0,13.0,12.0,34.0,90.0,FEB,2018,,,,,,
SVETA ANA,10.0,9.0,18.0,13.0,16.0,17.0,83.0,FEB,2018,,,,,,
SVETA TROJICA V SLOVENSKIH GORICAH,3.0,10.0,10.0,15.0,12.0,19.0,69.0,FEB,2018,,,,,,
SVETI ANDRAŽ V SLOV. GORICAH,2.0,1.0,8.0,6.0,5.0,5.0,27.0,FEB,2018,,,,,,
SVETI JURIJ OB ŠČAVNICI,12.0,14.0,29.0,31.0,30.0,52.0,168.0,FEB,2018,,,,,,
SVETI JURIJ V SLOVENSKIH GORICAH,7.0,11.0,5.0,8.0,5.0,11.0,47.0,FEB,2018,,,,,,
SVETI TOMAŽ,8.0,10.0,18.0,27.0,14.0,15.0,92.0,FEB,2018,,,,,,
ŠALOVCI,10.0,7.0,11.0,16.0,12.0,21.0,77.0,FEB,2018,,,,,,
ŠEMPETER-VRTOJBA,9.0,20.0,40.0,39.0,14.0,58.0,180.0,FEB,2018,,,,,,
ŠENČUR,19.0,23.0,40.0,40.0,30.0,68.0,220.0,FEB,2018,,,,,,
ŠENTILJ,28.0,43.0,58.0,66.0,36.0,101.0,332.0,FEB,2018,,,,,,
ŠENTJERNEJ,26.0,30.0,46.0,37.0,24.0,63.0,226.0,FEB,2018,,,,,,
ŠENTJUR,66.0,97.0,161.0,154.0,104.0,195.0,777.0,FEB,2018,,,,,,
ŠENTRUPERT,2.0,7.0,15.0,13.0,10.0,30.0,77.0,FEB,2018,,,,,,
ŠKOCJAN,31.0,18.0,30.0,25.0,14.0,29.0,147.0,FEB,2018,,,,,,
ŠKOFJA LOKA,45.0,53.0,114.0,91.0,68.0,192.0,563.0,FEB,2018,,,,,,
ŠKOFLJICA,17.0,39.0,70.0,72.0,35.0,91.0,324.0,FEB,2018,,,,,,
ŠMARJE PRI JELŠAH,31.0,55.0,117.0,81.0,72.0,111.0,467.0,FEB,2018,,,,,,
ŠMARJEŠKE TOPLICE,4.0,6.0,24.0,10.0,9.0,34.0,87.0,FEB,2018,,,,,,
ŠMARTNO OB PAKI,9.0,13.0,27.0,22.0,15.0,32.0,118.0,FEB,2018,,,,,,
ŠMARTNO PRI LITIJI,14.0,17.0,21.0,32.0,18.0,37.0,139.0,FEB,2018,,,,,,
ŠOŠTANJ,34.0,45.0,99.0,59.0,42.0,79.0,358.0,FEB,2018,,,,,,
ŠTORE,9.0,20.0,36.0,39.0,20.0,36.0,160.0,FEB,2018,,,,,,
TABOR,2.0,14.0,8.0,8.0,10.0,18.0,60.0,FEB,2018,,,,,,
TIŠINA,32.0,20.0,32.0,66.0,52.0,60.0,262.0,FEB,2018,,,,,,
TOLMIN,10.0,37.0,47.0,41.0,42.0,114.0,291.0,FEB,2018,,,,,,
TRBOVLJE,77.0,104.0,246.0,159.0,145.0,251.0,982.0,FEB,2018,,,,,,
TREBNJE,43.0,72.0,97.0,75.0,36.0,121.0,444.0,FEB,2018,,,,,,
TRNOVSKA VAS,5.0,6.0,9.0,5.0,3.0,13.0,41.0,FEB,2018,,,,,,
TRZIN,9.0,15.0,23.0,18.0,15.0,31.0,111.0,FEB,2018,,,,,,
TRŽIČ,44.0,46.0,90.0,82.0,70.0,192.0,524.0,FEB,2018,,,,,,
TURNIŠČE,28.0,21.0,48.0,42.0,41.0,57.0,237.0,FEB,2018,,,,,,
VELENJE,166.0,185.0,429.0,279.0,159.0,423.0,1641.0,FEB,2018,,,,,,
VELIKA POLANA,9.0,5.0,11.0,18.0,14.0,23.0,80.0,FEB,2018,,,,,,
VELIKE LAŠČE,7.0,18.0,22.0,18.0,16.0,32.0,113.0,FEB,2018,,,,,,
VERŽEJ,4.0,13.0,6.0,10.0,5.0,13.0,51.0,FEB,2018,,,,,,
VIDEM,21.0,20.0,31.0,31.0,28.0,57.0,188.0,FEB,2018,,,,,,
VIPAVA,16.0,22.0,46.0,36.0,18.0,48.0,186.0,FEB,2018,,,,,,
VITANJE,9.0,14.0,18.0,12.0,10.0,23.0,86.0,FEB,2018,,,,,,
VODICE,14.0,18.0,29.0,21.0,12.0,39.0,133.0,FEB,2018,,,,,,
VOJNIK,31.0,47.0,56.0,60.0,43.0,82.0,319.0,FEB,2018,,,,,,
VRANSKO,10.0,7.0,11.0,28.0,17.0,22.0,95.0,FEB,2018,,,,,,
VRHNIKA,35.0,80.0,147.0,112.0,84.0,191.0,649.0,FEB,2018,,,,,,
VUZENICA,8.0,16.0,25.0,19.0,16.0,28.0,112.0,FEB,2018,,,,,,
ZAGORJE OB SAVI,58.0,92.0,140.0,114.0,82.0,150.0,636.0,FEB,2018,,,,,,
ZAVRČ,13.0,4.0,8.0,14.0,9.0,12.0,60.0,FEB,2018,,,,,,
ZREČE,24.0,35.0,41.0,48.0,37.0,107.0,292.0,FEB,2018,,,,,,
ŽALEC,74.0,108.0,200.0,225.0,157.0,307.0,1071.0,FEB,2018,,,,,,
ŽELEZNIKI,8.0,12.0,12.0,14.0,14.0,47.0,107.0,FEB,2018,,,,,,
ŽETALE,2.0,11.0,5.0,11.0,1.0,12.0,42.0,FEB,2018,,,,,,
ŽIRI,7.0,6.0,18.0,11.0,7.0,42.0,91.0,FEB,2018,,,,,,
ŽIROVNICA,8.0,12.0,16.0,20.0,9.0,35.0,100.0,FEB,2018,,,,,,
ŽUŽEMBERK,11.0,11.0,17.0,20.0,25.0,29.0,113.0,FEB,2018,,,,,,
Občina izven RS,46.0,95.0,175.0,112.0,46.0,77.0,551.0,FEB,2018,,,,,,
,,,,,,,,FEB,2018,,,,,,
,,,,,,,85683.0,FEB,2018,,,,,,
AJDOVŠČINA,42.0,67.0,130.0,104.0,102.0,178.0,623.0,MAR,2018,,,,,,
ANKARAN,3.0,15.0,23.0,27.0,12.0,36.0,116.0,MAR,2018,,,,,,
APAČE,15.0,18.0,39.0,34.0,37.0,51.0,194.0,MAR,2018,,,,,,
BELTINCI,58.0,45.0,81.0,78.0,87.0,139.0,488.0,MAR,2018,,,,,,
BENEDIKT,8.0,7.0,13.0,9.0,5.0,21.0,63.0,MAR,2018,,,,,,
BISTRICA OB SOTLI,5.0,3.0,14.0,15.0,3.0,9.0,49.0,MAR,2018,,,,,,
BLED,11.0,32.0,45.0,43.0,22.0,60.0,213.0,MAR,2018,,,,,,
BLOKE,6.0,8.0,9.0,7.0,5.0,25.0,60.0,MAR,2018,,,,,,
BOHINJ,6.0,10.0,25.0,25.0,14.0,34.0,114.0,MAR,2018,,,,,,
BOROVNICA,9.0,17.0,36.0,38.0,18.0,56.0,174.0,MAR,2018,,,,,,
BOVEC,2.0,6.0,22.0,16.0,8.0,38.0,92.0,MAR,2018,,,,,,
BRASLOVČE,15.0,27.0,36.0,29.0,28.0,54.0,189.0,MAR,2018,,,,,,
BRDA,6.0,17.0,32.0,20.0,13.0,33.0,121.0,MAR,2018,,,,,,
BREZOVICA,18.0,33.0,81.0,79.0,51.0,105.0,367.0,MAR,2018,,,,,,
BREŽICE,69.0,136.0,176.0,216.0,165.0,334.0,1096.0,MAR,2018,,,,,,
CANKOVA,12.0,10.0,17.0,24.0,19.0,32.0,114.0,MAR,2018,,,,,,
CELJE,144.0,257.0,591.0,541.0,315.0,696.0,2544.0,MAR,2018,,,,,,
CERKLJE NA GORENJSKEM,12.0,24.0,33.0,23.0,20.0,51.0,163.0,MAR,2018,,,,,,
CERKNICA,23.0,48.0,76.0,65.0,39.0,131.0,382.0,MAR,2018,,,,,,
CERKNO,9.0,5.0,17.0,17.0,4.0,18.0,70.0,MAR,2018,,,,,,
CERKVENJAK,9.0,3.0,9.0,9.0,10.0,15.0,55.0,MAR,2018,,,,,,
CIRKULANE,7.0,9.0,15.0,20.0,11.0,30.0,92.0,MAR,2018,,,,,,
ČRENŠOVCI,51.0,27.0,50.0,38.0,41.0,83.0,290.0,MAR,2018,,,,,,
ČRNA NA KOROŠKEM,11.0,14.0,28.0,16.0,14.0,17.0,100.0,MAR,2018,,,,,,
ČRNOMELJ,93.0,67.0,152.0,128.0,107.0,264.0,811.0,MAR,2018,,,,,,
DESTRNIK,14.0,6.0,13.0,12.0,7.0,16.0,68.0,MAR,2018,,,,,,
DIVAČA,10.0,19.0,28.0,18.0,23.0,45.0,143.0,MAR,2018,,,,,,
DOBJE,3.0,1.0,11.0,5.0,5.0,8.0,33.0,MAR,2018,,,,,,
DOBREPOLJE,5.0,10.0,22.0,22.0,16.0,36.0,111.0,MAR,2018,,,,,,
DOBRNA,4.0,7.0,17.0,9.0,9.0,14.0,60.0,MAR,2018,,,,,,
DOBROVA-POLHOV GRADEC,9.0,24.0,30.0,38.0,24.0,51.0,176.0,MAR,2018,,,,,,
DOBROVNIK,7.0,12.0,17.0,24.0,17.0,26.0,103.0,MAR,2018,,,,,,
DOL PRI LJUBLJANI,13.0,25.0,39.0,33.0,24.0,60.0,194.0,MAR,2018,,,,,,
DOLENJSKE TOPLICE,5.0,11.0,5.0,14.0,9.0,28.0,72.0,MAR,2018,,,,,,
DOMŽALE,62.0,113.0,234.0,233.0,133.0,319.0,1094.0,MAR,2018,,,,,,
DORNAVA,10.0,8.0,18.0,17.0,11.0,12.0,76.0,MAR,2018,,,,,,
DRAVOGRAD,31.0,35.0,68.0,61.0,40.0,72.0,307.0,MAR,2018,,,,,,
DUPLEK,29.0,37.0,65.0,50.0,36.0,90.0,307.0,MAR,2018,,,,,,
GORENJA VAS-POLJANE,13.0,18.0,12.0,13.0,14.0,42.0,112.0,MAR,2018,,,,,,
GORIŠNICA,12.0,13.0,29.0,17.0,16.0,37.0,124.0,MAR,2018,,,,,,
GORJE,4.0,8.0,25.0,13.0,8.0,19.0,77.0,MAR,2018,,,,,,
GORNJA RADGONA,33.0,33.0,91.0,75.0,65.0,134.0,431.0,MAR,2018,,,,,,
GORNJI GRAD,10.0,13.0,16.0,13.0,7.0,17.0,76.0,MAR,2018,,,,,,
GORNJI PETROVCI,7.0,7.0,18.0,24.0,10.0,35.0,101.0,MAR,2018,,,,,,
GRAD,8.0,8.0,9.0,17.0,17.0,32.0,91.0,MAR,2018,,,,,,
GROSUPLJE,77.0,79.0,184.0,145.0,82.0,184.0,751.0,MAR,2018,,,,,,
HAJDINA,16.0,15.0,25.0,16.0,6.0,33.0,111.0,MAR,2018,,,,,,
HOČE-SLIVNICA,56.0,57.0,100.0,95.0,66.0,143.0,517.0,MAR,2018,,,,,,
HODOŠ,0.0,4.0,3.0,0.0,5.0,3.0,15.0,MAR,2018,,,,,,
HORJUL,6.0,17.0,12.0,14.0,7.0,9.0,65.0,MAR,2018,,,,,,
HRASTNIK,34.0,47.0,95.0,107.0,62.0,115.0,460.0,MAR,2018,,,,,,
HRPELJE-KOZINA,9.0,8.0,40.0,23.0,17.0,43.0,140.0,MAR,2018,,,,,,
IDRIJA,16.0,39.0,50.0,30.0,33.0,64.0,232.0,MAR,2018,,,,,,
IG,16.0,17.0,34.0,40.0,23.0,58.0,188.0,MAR,2018,,,,,,
ILIRSKA BISTRICA,28.0,40.0,88.0,80.0,76.0,134.0,446.0,MAR,2018,,,,,,
IVANČNA GORICA,38.0,47.0,87.0,92.0,72.0,124.0,460.0,MAR,2018,,,,,,
IZOLA,38.0,47.0,125.0,109.0,71.0,194.0,584.0,MAR,2018,,,,,,
JESENICE,49.0,45.0,113.0,105.0,70.0,221.0,603.0,MAR,2018,,,,,,
JEZERSKO,0.0,4.0,6.0,2.0,1.0,2.0,15.0,MAR,2018,,,,,,
JURŠINCI,11.0,5.0,13.0,5.0,9.0,12.0,55.0,MAR,2018,,,,,,
KAMNIK,56.0,94.0,186.0,158.0,114.0,266.0,874.0,MAR,2018,,,,,,
KANAL,19.0,21.0,48.0,38.0,17.0,46.0,189.0,MAR,2018,,,,,,
KIDRIČEVO,16.0,31.0,38.0,45.0,38.0,40.0,208.0,MAR,2018,,,,,,
KOBARID,6.0,13.0,13.0,14.0,10.0,37.0,93.0,MAR,2018,,,,,,
KOBILJE,3.0,2.0,1.0,6.0,5.0,8.0,25.0,MAR,2018,,,,,,
KOČEVJE,158.0,150.0,286.0,237.0,152.0,251.0,1234.0,MAR,2018,,,,,,
KOMEN,7.0,11.0,25.0,19.0,12.0,37.0,111.0,MAR,2018,,,,,,
KOMENDA,10.0,16.0,27.0,34.0,24.0,35.0,146.0,MAR,2018,,,,,,
KOPER,103.0,159.0,433.0,393.0,235.0,555.0,1878.0,MAR,2018,,,,,,
KOSTANJEVICA NA KRKI,2.0,2.0,20.0,9.0,16.0,23.0,72.0,MAR,2018,,,,,,
KOSTEL,5.0,1.0,6.0,7.0,7.0,10.0,36.0,MAR,2018,,,,,,
KOZJE,3.0,13.0,25.0,25.0,22.0,39.0,127.0,MAR,2018,,,,,,
KRANJ,94.0,189.0,392.0,341.0,178.0,569.0,1763.0,MAR,2018,,,,,,
KRANJSKA GORA,6.0,11.0,15.0,16.0,16.0,52.0,116.0,MAR,2018,,,,,,
KRIŽEVCI,12.0,24.0,27.0,16.0,17.0,39.0,135.0,MAR,2018,,,,,,
KRŠKO,158.0,124.0,271.0,246.0,174.0,392.0,1365.0,MAR,2018,,,,,,
KUNGOTA,19.0,33.0,42.0,34.0,21.0,50.0,199.0,MAR,2018,,,,,,
KUZMA,6.0,9.0,8.0,20.0,6.0,18.0,67.0,MAR,2018,,,,,,
LAŠKO,44.0,66.0,130.0,101.0,60.0,158.0,559.0,MAR,2018,,,,,,
LENART,23.0,29.0,42.0,36.0,29.0,45.0,204.0,MAR,2018,,,,,,
LENDAVA,67.0,73.0,139.0,151.0,109.0,261.0,800.0,MAR,2018,,,,,,
LITIJA,44.0,44.0,98.0,96.0,61.0,119.0,462.0,MAR,2018,,,,,,
LJUBLJANA,622.0,1351.0,3132.0,2521.0,1466.0,3397.0,12489.0,MAR,2018,,,,,,
LJUBNO,9.0,9.0,22.0,12.0,7.0,26.0,85.0,MAR,2018,,,,,,
LJUTOMER,58.0,63.0,98.0,110.0,87.0,183.0,599.0,MAR,2018,,,,,,
LOG - DRAGOMER,6.0,16.0,21.0,19.0,11.0,44.0,117.0,MAR,2018,,,,,,
LOGATEC,37.0,52.0,64.0,84.0,68.0,109.0,414.0,MAR,2018,,,,,,
LOŠKA DOLINA,7.0,14.0,30.0,24.0,20.0,47.0,142.0,MAR,2018,,,,,,
LOŠKI POTOK,3.0,8.0,18.0,11.0,10.0,20.0,70.0,MAR,2018,,,,,,
LOVRENC NA POHORJU,8.0,17.0,38.0,20.0,17.0,36.0,136.0,MAR,2018,,,,,,
LUČE,17.0,13.0,8.0,12.0,9.0,15.0,74.0,MAR,2018,,,,,,
LUKOVICA,10.0,16.0,22.0,31.0,15.0,47.0,141.0,MAR,2018,,,,,,
MAJŠPERK,15.0,17.0,28.0,17.0,13.0,30.0,120.0,MAR,2018,,,,,,
MAKOLE,12.0,8.0,19.0,7.0,13.0,14.0,73.0,MAR,2018,,,,,,
MARIBOR,511.0,743.0,1412.0,1213.0,772.0,1561.0,6212.0,MAR,2018,,,,,,
MARKOVCI,13.0,24.0,22.0,30.0,17.0,22.0,128.0,MAR,2018,,,,,,
MEDVODE,40.0,52.0,115.0,97.0,67.0,168.0,539.0,MAR,2018,,,,,,
MENGEŠ,10.0,37.0,56.0,38.0,33.0,55.0,229.0,MAR,2018,,,,,,
METLIKA,66.0,51.0,77.0,80.0,49.0,101.0,424.0,MAR,2018,,,,,,
MEŽICA,9.0,8.0,21.0,17.0,15.0,28.0,98.0,MAR,2018,,,,,,
MIKLAVŽ NA DRAVSKEM POLJU,25.0,43.0,53.0,50.0,27.0,71.0,269.0,MAR,2018,,,,,,
MIREN-KOSTANJEVICA,6.0,9.0,27.0,19.0,6.0,39.0,106.0,MAR,2018,,,,,,
MIRNA,5.0,11.0,10.0,11.0,17.0,20.0,74.0,MAR,2018,,,,,,
MIRNA PEČ,6.0,8.0,11.0,13.0,7.0,24.0,69.0,MAR,2018,,,,,,
MISLINJA,6.0,19.0,22.0,15.0,8.0,25.0,95.0,MAR,2018,,,,,,
MOKRONOG-TREBELNO,7.0,7.0,14.0,8.0,11.0,32.0,79.0,MAR,2018,,,,,,
MORAVČE,10.0,9.0,26.0,26.0,16.0,29.0,116.0,MAR,2018,,,,,,
MORAVSKE TOPLICE,32.0,33.0,63.0,62.0,38.0,95.0,323.0,MAR,2018,,,,,,
MOZIRJE,14.0,20.0,37.0,22.0,19.0,39.0,151.0,MAR,2018,,,,,,
MURSKA SOBOTA,95.0,129.0,231.0,231.0,162.0,315.0,1163.0,MAR,2018,,,,,,
MUTA,10.0,19.0,25.0,23.0,13.0,32.0,122.0,MAR,2018,,,,,,
NAKLO,10.0,12.0,29.0,22.0,17.0,28.0,118.0,MAR,2018,,,,,,
NAZARJE,10.0,16.0,24.0,20.0,20.0,20.0,110.0,MAR,2018,,,,,,
NOVA GORICA,60.0,107.0,251.0,198.0,111.0,304.0,1031.0,MAR,2018,,,,,,
NOVO MESTO,140.0,158.0,293.0,227.0,119.0,286.0,1223.0,MAR,2018,,,,,,
ODRANCI,5.0,7.0,13.0,13.0,14.0,25.0,77.0,MAR,2018,,,,,,
OPLOTNICA,7.0,15.0,32.0,19.0,9.0,39.0,121.0,MAR,2018,,,,,,
ORMOŽ,95.0,65.0,99.0,116.0,75.0,151.0,601.0,MAR,2018,,,,,,
OSILNICA,2.0,0.0,7.0,2.0,3.0,6.0,20.0,MAR,2018,,,,,,
PESNICA,30.0,30.0,65.0,53.0,34.0,72.0,284.0,MAR,2018,,,,,,
PIRAN,37.0,68.0,191.0,161.0,91.0,226.0,774.0,MAR,2018,,,,,,
PIVKA,12.0,18.0,29.0,38.0,30.0,90.0,217.0,MAR,2018,,,,,,
PODČETRTEK,8.0,20.0,25.0,22.0,14.0,42.0,131.0,MAR,2018,,,,,,
