Občina,Do 2 mesecev,3 do 5 mesecev,6 do 8 mesecev,9 do 11 mesecev,12 do 23 mesecev,24 do 35 mesecev,36 mesecev ali več,Skupaj,month,year,"do 2
mes.","3-5
mes.","6-8
mes.","9-11
mes.",12 - 23 mes.,"24-35
mes.","36 mes.
ali več"
DOLENJSKE TOPLICE,14.0,13.0,6.0,1.0,15.0,1.0,26.0,76.0,FEB,2018,,,,,,,
DOMŽALE,246.0,170.0,82.0,66.0,209.0,77.0,280.0,1130.0,FEB,2018,,,,,,,
DORNAVA,26.0,10.0,1.0,5.0,11.0,7.0,11.0,71.0,FEB,2018,,,,,,,
DRAVOGRAD,94.0,52.0,14.0,12.0,61.0,31.0,68.0,332.0,FEB,2018,,,,,,,
DUPLEK,73.0,53.0,22.0,12.0,68.0,22.0,67.0,317.0,FEB,2018,,,,,,,
GORENJA VAS-POLJANE,23.0,24.0,13.0,8.0,25.0,9.0,23.0,125.0,FEB,2018,,,,,,,
GORIŠNICA,34.0,27.0,12.0,8.0,25.0,9.0,24.0,139.0,FEB,2018,,,,,,,
GORJE,26.0,17.0,6.0,7.0,12.0,9.0,8.0,85.0,FEB,2018,,,,,,,
GORNJA RADGONA,125.0,62.0,25.0,18.0,82.0,43.0,117.0,472.0,FEB,2018,,,,,,,
GORNJI GRAD,20.0,16.0,10.0,2.0,9.0,5.0,15.0,77.0,FEB,2018,,,,,,,
GORNJI PETROVCI,44.0,24.0,9.0,3.0,16.0,9.0,23.0,128.0,FEB,2018,,,,,,,
GRAD,44.0,9.0,8.0,2.0,11.0,10.0,30.0,114.0,FEB,2018,,,,,,,
GROSUPLJE,156.0,108.0,43.0,31.0,130.0,63.0,251.0,782.0,FEB,2018,,,,,,,
HAJDINA,31.0,25.0,11.0,5.0,23.0,13.0,14.0,122.0,FEB,2018,,,,,,,
HOČE-SLIVNICA,98.0,104.0,47.0,42.0,83.0,39.0,115.0,528.0,FEB,2018,,,,,,,
HODOŠ,5.0,1.0,1.0,1.0,2.0,0.0,5.0,15.0,FEB,2018,,,,,,,
HORJUL,20.0,13.0,0.0,2.0,16.0,1.0,17.0,69.0,FEB,2018,,,,,,,
HRASTNIK,95.0,68.0,26.0,25.0,74.0,37.0,144.0,469.0,FEB,2018,,,,,,,
HRPELJE-KOZINA,29.0,31.0,9.0,9.0,25.0,11.0,34.0,148.0,FEB,2018,,,,,,,
IDRIJA,52.0,31.0,44.0,10.0,47.0,13.0,37.0,234.0,FEB,2018,,,,,,,
IG,34.0,35.0,11.0,12.0,43.0,15.0,47.0,197.0,FEB,2018,,,,,,,
ILIRSKA BISTRICA,115.0,59.0,32.0,18.0,63.0,32.0,145.0,464.0,FEB,2018,,,,,,,
IVANČNA GORICA,96.0,84.0,40.0,20.0,70.0,28.0,141.0,479.0,FEB,2018,,,,,,,
IZOLA,161.0,121.0,42.0,28.0,94.0,46.0,128.0,620.0,FEB,2018,,,,,,,
JESENICE,174.0,103.0,50.0,37.0,94.0,31.0,129.0,618.0,FEB,2018,,,,,,,
JEZERSKO,4.0,2.0,1.0,3.0,4.0,0.0,1.0,15.0,FEB,2018,,,,,,,
JURŠINCI,25.0,19.0,4.0,2.0,13.0,4.0,6.0,73.0,FEB,2018,,,,,,,
KAMNIK,224.0,133.0,78.0,55.0,126.0,59.0,244.0,919.0,FEB,2018,,,,,,,
KANAL,42.0,41.0,15.0,11.0,37.0,8.0,34.0,188.0,FEB,2018,,,,,,,
KIDRIČEVO,51.0,41.0,17.0,12.0,43.0,15.0,29.0,208.0,FEB,2018,,,,,,,
KOBARID,25.0,23.0,7.0,8.0,22.0,3.0,16.0,104.0,FEB,2018,,,,,,,
KOBILJE,4.0,8.0,0.0,3.0,5.0,2.0,8.0,30.0,FEB,2018,,,,,,,
KOČEVJE,177.0,124.0,74.0,43.0,146.0,85.0,598.0,1247.0,FEB,2018,,,,,,,
KOMEN,25.0,9.0,8.0,8.0,22.0,12.0,23.0,107.0,FEB,2018,,,,,,,
KOMENDA,48.0,27.0,12.0,12.0,21.0,14.0,25.0,159.0,FEB,2018,,,,,,,
KOPER,422.0,341.0,171.0,111.0,303.0,116.0,445.0,1909.0,FEB,2018,,,,,,,
KOSTANJEVICA NA KRKI,10.0,10.0,8.0,5.0,15.0,5.0,30.0,83.0,FEB,2018,,,,,,,
KOSTEL,6.0,8.0,2.0,1.0,5.0,3.0,9.0,34.0,FEB,2018,,,,,,,
KOZJE,22.0,15.0,5.0,8.0,19.0,10.0,52.0,131.0,FEB,2018,,,,,,,
KRANJ,582.0,289.0,134.0,119.0,299.0,141.0,348.0,1912.0,FEB,2018,,,,,,,
KRANJSKA GORA,23.0,17.0,10.0,12.0,30.0,9.0,24.0,125.0,FEB,2018,,,,,,,
KRIŽEVCI,42.0,22.0,9.0,8.0,19.0,8.0,34.0,142.0,FEB,2018,,,,,,,
KRŠKO,323.0,168.0,98.0,59.0,211.0,124.0,527.0,1510.0,FEB,2018,,,,,,,
KUNGOTA,59.0,36.0,14.0,8.0,40.0,26.0,38.0,221.0,FEB,2018,,,,,,,
KUZMA,34.0,11.0,2.0,4.0,4.0,0.0,25.0,80.0,FEB,2018,,,,,,,
LAŠKO,102.0,91.0,43.0,31.0,103.0,62.0,155.0,587.0,FEB,2018,,,,,,,
LENART,88.0,48.0,10.0,12.0,32.0,23.0,23.0,236.0,FEB,2018,,,,,,,
LENDAVA,126.0,104.0,44.0,36.0,142.0,64.0,332.0,848.0,FEB,2018,,,,,,,
LITIJA,89.0,83.0,43.0,30.0,75.0,42.0,130.0,492.0,FEB,2018,,,,,,,
LJUBLJANA,2294.0,1747.0,968.0,657.0,2143.0,1108.0,3996.0,12913.0,FEB,2018,,,,,,,
LJUBNO,20.0,13.0,12.0,2.0,21.0,7.0,14.0,89.0,FEB,2018,,,,,,,
LJUTOMER,166.0,103.0,42.0,32.0,96.0,44.0,164.0,647.0,FEB,2018,,,,,,,
LOG - DRAGOMER,25.0,22.0,12.0,7.0,21.0,5.0,35.0,127.0,FEB,2018,,,,,,,
LOGATEC,90.0,83.0,24.0,18.0,79.0,31.0,108.0,433.0,FEB,2018,,,,,,,
LOŠKA DOLINA,43.0,14.0,17.0,11.0,29.0,8.0,35.0,157.0,FEB,2018,,,,,,,
LOŠKI POTOK,17.0,5.0,3.0,3.0,13.0,7.0,21.0,69.0,FEB,2018,,,,,,,
LOVRENC NA POHORJU,36.0,19.0,10.0,14.0,23.0,17.0,20.0,139.0,FEB,2018,,,,,,,
LUČE,13.0,26.0,10.0,0.0,10.0,5.0,12.0,76.0,FEB,2018,,,,,,,
LUKOVICA,21.0,29.0,11.0,6.0,24.0,13.0,41.0,145.0,FEB,2018,,,,,,,
MAJŠPERK,33.0,28.0,9.0,5.0,25.0,15.0,12.0,127.0,FEB,2018,,,,,,,
MAKOLE,22.0,14.0,4.0,3.0,15.0,7.0,12.0,77.0,FEB,2018,,,,,,,
MARIBOR,1437.0,882.0,443.0,375.0,1163.0,572.0,1621.0,6493.0,FEB,2018,,,,,,,
MARKOVCI,35.0,36.0,9.0,10.0,22.0,8.0,17.0,137.0,FEB,2018,,,,,,,
MEDVODE,117.0,71.0,31.0,42.0,111.0,46.0,133.0,551.0,FEB,2018,,,,,,,
MENGEŠ,67.0,39.0,20.0,14.0,46.0,20.0,50.0,256.0,FEB,2018,,,,,,,
METLIKA,83.0,51.0,37.0,24.0,60.0,44.0,161.0,460.0,FEB,2018,,,,,,,
MEŽICA,26.0,19.0,4.0,3.0,16.0,8.0,24.0,100.0,FEB,2018,,,,,,,
MIKLAVŽ NA DRAVSKEM POLJU,67.0,42.0,22.0,16.0,55.0,29.0,50.0,281.0,FEB,2018,,,,,,,
MIREN-KOSTANJEVICA,20.0,21.0,11.0,6.0,14.0,10.0,27.0,109.0,FEB,2018,,,,,,,
MIRNA,15.0,11.0,9.0,0.0,10.0,2.0,25.0,72.0,FEB,2018,,,,,,,
MIRNA PEČ,12.0,8.0,6.0,7.0,11.0,9.0,13.0,66.0,FEB,2018,,,,,,,
MISLINJA,20.0,24.0,10.0,6.0,15.0,6.0,21.0,102.0,FEB,2018,,,,,,,
MOKRONOG-TREBELNO,11.0,21.0,10.0,5.0,11.0,5.0,18.0,81.0,FEB,2018,,,,,,,
MORAVČE,17.0,16.0,10.0,11.0,18.0,12.0,29.0,113.0,FEB,2018,,,,,,,
MORAVSKE TOPLICE,97.0,47.0,16.0,20.0,43.0,24.0,105.0,352.0,FEB,2018,,,,,,,
MOZIRJE,34.0,23.0,8.0,7.0,36.0,8.0,39.0,155.0,FEB,2018,,,,,,,
MURSKA SOBOTA,251.0,147.0,89.0,35.0,190.0,88.0,435.0,1235.0,FEB,2018,,,,,,,
MUTA,34.0,24.0,10.0,7.0,15.0,13.0,29.0,132.0,FEB,2018,,,,,,,
NAKLO,48.0,22.0,7.0,3.0,17.0,5.0,28.0,130.0,FEB,2018,,,,,,,
NAZARJE,23.0,16.0,15.0,4.0,22.0,10.0,21.0,111.0,FEB,2018,,,,,,,
NOVA GORICA,236.0,152.0,108.0,58.0,210.0,74.0,216.0,1054.0,FEB,2018,,,,,,,
NOVO MESTO,298.0,181.0,97.0,69.0,206.0,98.0,333.0,1282.0,FEB,2018,,,,,,,
ODRANCI,41.0,9.0,4.0,5.0,6.0,3.0,25.0,93.0,FEB,2018,,,,,,,
OPLOTNICA,31.0,26.0,9.0,11.0,24.0,11.0,13.0,125.0,FEB,2018,,,,,,,
ORMOŽ,166.0,142.0,52.0,54.0,129.0,25.0,93.0,661.0,FEB,2018,,,,,,,
OSILNICA,6.0,4.0,1.0,1.0,5.0,0.0,5.0,22.0,FEB,2018,,,,,,,
PESNICA,79.0,52.0,24.0,22.0,62.0,16.0,53.0,308.0,FEB,2018,,,,,,,
PIRAN,217.0,182.0,54.0,41.0,141.0,49.0,178.0,862.0,FEB,2018,,,,,,,
PIVKA,34.0,43.0,19.0,7.0,46.0,18.0,54.0,221.0,FEB,2018,,,,,,,
PODČETRTEK,39.0,18.0,7.0,1.0,27.0,7.0,39.0,138.0,FEB,2018,,,,,,,
PODLEHNIK,22.0,14.0,7.0,7.0,10.0,4.0,10.0,74.0,FEB,2018,,,,,,,
PODVELKA,20.0,19.0,3.0,2.0,16.0,7.0,26.0,93.0,FEB,2018,,,,,,,
POLJČANE,44.0,26.0,6.0,4.0,21.0,16.0,38.0,155.0,FEB,2018,,,,,,,
POLZELA,45.0,38.0,20.0,11.0,49.0,21.0,51.0,235.0,FEB,2018,,,,,,,
POSTOJNA,168.0,104.0,46.0,28.0,98.0,42.0,157.0,643.0,FEB,2018,,,,,,,
PREBOLD,26.0,29.0,7.0,14.0,43.0,15.0,77.0,211.0,FEB,2018,,,,,,,
PREDDVOR,23.0,14.0,9.0,9.0,17.0,7.0,11.0,90.0,FEB,2018,,,,,,,
PREVALJE,68.0,52.0,12.0,12.0,41.0,19.0,56.0,260.0,FEB,2018,,,,,,,
PTUJ,246.0,189.0,78.0,64.0,187.0,80.0,124.0,968.0,FEB,2018,,,,,,,
PUCONCI,85.0,41.0,20.0,21.0,55.0,31.0,131.0,384.0,FEB,2018,,,,,,,
RAČE-FRAM,65.0,46.0,25.0,20.0,54.0,33.0,69.0,312.0,FEB,2018,,,,,,,
RADEČE,31.0,32.0,9.0,17.0,33.0,11.0,41.0,174.0,FEB,2018,,,,,,,
RADENCI,68.0,41.0,8.0,11.0,34.0,26.0,82.0,270.0,FEB,2018,,,,,,,
RADLJE OB DRAVI,78.0,39.0,19.0,7.0,32.0,29.0,63.0,267.0,FEB,2018,,,,,,,
RADOVLJICA,150.0,75.0,37.0,28.0,82.0,36.0,63.0,471.0,FEB,2018,,,,,,,
RAVNE NA KOROŠKEM,97.0,70.0,21.0,21.0,60.0,37.0,95.0,401.0,FEB,2018,,,,,,,
RAZKRIŽJE,15.0,14.0,3.0,6.0,13.0,1.0,13.0,65.0,FEB,2018,,,,,,,
REČICA OB SAVINJI,20.0,19.0,2.0,3.0,19.0,4.0,23.0,90.0,FEB,2018,,,,,,,
RENČE-VOGRSKO,23.0,24.0,12.0,9.0,17.0,6.0,17.0,108.0,FEB,2018,,,,,,,
RIBNICA,68.0,50.0,22.0,12.0,62.0,29.0,103.0,346.0,FEB,2018,,,,,,,
RIBNICA NA POHORJU,16.0,6.0,4.0,1.0,8.0,6.0,17.0,58.0,FEB,2018,,,,,,,
ROGAŠKA SLATINA,118.0,77.0,42.0,20.0,80.0,44.0,163.0,544.0,FEB,2018,,,,,,,
ROGAŠOVCI,52.0,22.0,12.0,8.0,29.0,14.0,100.0,237.0,FEB,2018,,,,,,,
ROGATEC,30.0,30.0,11.0,6.0,23.0,8.0,52.0,160.0,FEB,2018,,,,,,,
RUŠE,93.0,58.0,18.0,18.0,62.0,42.0,53.0,344.0,FEB,2018,,,,,,,
SELNICA OB DRAVI,52.0,24.0,10.0,12.0,42.0,12.0,30.0,182.0,FEB,2018,,,,,,,
SEMIČ,33.0,25.0,11.0,11.0,27.0,14.0,76.0,197.0,FEB,2018,,,,,,,
SEVNICA,132.0,84.0,58.0,30.0,104.0,47.0,187.0,642.0,FEB,2018,,,,,,,
SEŽANA,128.0,60.0,31.0,32.0,89.0,50.0,83.0,473.0,FEB,2018,,,,,,,
SLOVENJ GRADEC,126.0,97.0,51.0,38.0,103.0,35.0,151.0,601.0,FEB,2018,,,,,,,
SLOVENSKA BISTRICA,257.0,177.0,88.0,46.0,181.0,73.0,168.0,990.0,FEB,2018,,,,,,,
SLOVENSKE KONJICE,177.0,96.0,35.0,43.0,148.0,78.0,238.0,815.0,FEB,2018,,,,,,,
SODRAŽICA,9.0,8.0,5.0,0.0,5.0,10.0,15.0,52.0,FEB,2018,,,,,,,
SOLČAVA,8.0,6.0,1.0,1.0,1.0,0.0,2.0,19.0,FEB,2018,,,,,,,
SREDIŠČE OB DRAVI,25.0,18.0,5.0,9.0,17.0,6.0,11.0,91.0,FEB,2018,,,,,,,
STARŠE,30.0,35.0,8.0,9.0,30.0,15.0,31.0,158.0,FEB,2018,,,,,,,
STRAŽA,22.0,12.0,13.0,5.0,11.0,8.0,19.0,90.0,FEB,2018,,,,,,,
SVETA ANA,36.0,14.0,5.0,4.0,13.0,4.0,7.0,83.0,FEB,2018,,,,,,,
SVETA TROJICA V SLOVENSKIH GORICAH,24.0,11.0,9.0,3.0,9.0,3.0,10.0,69.0,FEB,2018,,,,,,,
SVETI ANDRAŽ V SLOV. GORICAH,8.0,5.0,3.0,1.0,7.0,1.0,2.0,27.0,FEB,2018,,,,,,,
SVETI JURIJ OB ŠČAVNICI,35.0,28.0,9.0,6.0,29.0,9.0,52.0,168.0,FEB,2018,,,,,,,
SVETI JURIJ V SLOVENSKIH GORICAH,22.0,11.0,2.0,2.0,7.0,1.0,2.0,47.0,FEB,2018,,,,,,,
SVETI TOMAŽ,27.0,16.0,10.0,5.0,16.0,8.0,10.0,92.0,FEB,2018,,,,,,,
ŠALOVCI,13.0,18.0,3.0,8.0,5.0,4.0,26.0,77.0,FEB,2018,,,,,,,
ŠEMPETER-VRTOJBA,44.0,27.0,18.0,13.0,25.0,16.0,37.0,180.0,FEB,2018,,,,,,,
ŠENČUR,71.0,36.0,21.0,11.0,37.0,13.0,31.0,220.0,FEB,2018,,,,,,,
ŠENTILJ,97.0,50.0,24.0,17.0,77.0,21.0,46.0,332.0,FEB,2018,,,,,,,
ŠENTJERNEJ,43.0,30.0,21.0,13.0,31.0,20.0,68.0,226.0,FEB,2018,,,,,,,
ŠENTJUR,173.0,109.0,50.0,43.0,111.0,52.0,239.0,777.0,FEB,2018,,,,,,,
ŠENTRUPERT,19.0,10.0,7.0,2.0,18.0,4.0,17.0,77.0,FEB,2018,,,,,,,
ŠKOCJAN,26.0,21.0,11.0,9.0,25.0,11.0,44.0,147.0,FEB,2018,,,,,,,
ŠKOFJA LOKA,145.0,104.0,52.0,22.0,107.0,36.0,97.0,563.0,FEB,2018,,,,,,,
ŠKOFLJICA,68.0,38.0,30.0,25.0,62.0,23.0,78.0,324.0,FEB,2018,,,,,,,
ŠMARJE PRI JELŠAH,106.0,64.0,29.0,20.0,67.0,36.0,145.0,467.0,FEB,2018,,,,,,,
ŠMARJEŠKE TOPLICE,22.0,19.0,7.0,5.0,15.0,8.0,11.0,87.0,FEB,2018,,,,,,,
ŠMARTNO OB PAKI,31.0,17.0,5.0,7.0,23.0,15.0,20.0,118.0,FEB,2018,,,,,,,
ŠMARTNO PRI LITIJI,29.0,17.0,16.0,6.0,23.0,10.0,38.0,139.0,FEB,2018,,,,,,,
ŠOŠTANJ,86.0,65.0,29.0,23.0,69.0,26.0,60.0,358.0,FEB,2018,,,,,,,
ŠTORE,39.0,22.0,10.0,11.0,28.0,7.0,43.0,160.0,FEB,2018,,,,,,,
TABOR,13.0,10.0,5.0,4.0,6.0,1.0,21.0,60.0,FEB,2018,,,,,,,
TIŠINA,65.0,43.0,13.0,10.0,29.0,25.0,77.0,262.0,FEB,2018,,,,,,,
TOLMIN,54.0,55.0,22.0,15.0,53.0,21.0,71.0,291.0,FEB,2018,,,,,,,
TRBOVLJE,209.0,132.0,62.0,42.0,202.0,101.0,234.0,982.0,FEB,2018,,,,,,,
TREBNJE,92.0,61.0,30.0,17.0,60.0,38.0,146.0,444.0,FEB,2018,,,,,,,
TRNOVSKA VAS,16.0,8.0,4.0,1.0,7.0,2.0,3.0,41.0,FEB,2018,,,,,,,
TRZIN,22.0,23.0,13.0,5.0,22.0,8.0,18.0,111.0,FEB,2018,,,,,,,
TRŽIČ,147.0,85.0,42.0,20.0,70.0,49.0,111.0,524.0,FEB,2018,,,,,,,
TURNIŠČE,54.0,38.0,10.0,13.0,23.0,19.0,80.0,237.0,FEB,2018,,,,,,,
VELENJE,469.0,234.0,112.0,94.0,325.0,108.0,299.0,1641.0,FEB,2018,,,,,,,
VELIKA POLANA,15.0,9.0,4.0,4.0,13.0,5.0,30.0,80.0,FEB,2018,,,,,,,
VELIKE LAŠČE,27.0,20.0,11.0,2.0,12.0,11.0,30.0,113.0,FEB,2018,,,,,,,
VERŽEJ,16.0,11.0,7.0,1.0,8.0,3.0,5.0,51.0,FEB,2018,,,,,,,
VIDEM,59.0,25.0,14.0,14.0,32.0,7.0,37.0,188.0,FEB,2018,,,,,,,
VIPAVA,35.0,23.0,14.0,12.0,48.0,16.0,38.0,186.0,FEB,2018,,,,,,,
VITANJE,17.0,14.0,6.0,2.0,20.0,10.0,17.0,86.0,FEB,2018,,,,,,,
VODICE,26.0,24.0,12.0,4.0,20.0,9.0,38.0,133.0,FEB,2018,,,,,,,
VOJNIK,81.0,63.0,27.0,16.0,56.0,21.0,55.0,319.0,FEB,2018,,,,,,,
VRANSKO,15.0,16.0,10.0,5.0,12.0,16.0,21.0,95.0,FEB,2018,,,,,,,
VRHNIKA,144.0,93.0,47.0,28.0,101.0,38.0,198.0,649.0,FEB,2018,,,,,,,
VUZENICA,31.0,23.0,6.0,11.0,13.0,5.0,23.0,112.0,FEB,2018,,,,,,,
ZAGORJE OB SAVI,132.0,110.0,49.0,32.0,113.0,63.0,137.0,636.0,FEB,2018,,,,,,,
ZAVRČ,15.0,10.0,3.0,4.0,8.0,6.0,14.0,60.0,FEB,2018,,,,,,,
ZREČE,43.0,39.0,19.0,20.0,69.0,25.0,77.0,292.0,FEB,2018,,,,,,,
ŽALEC,229.0,128.0,81.0,55.0,186.0,92.0,300.0,1071.0,FEB,2018,,,,,,,
ŽELEZNIKI,28.0,17.0,11.0,6.0,25.0,5.0,15.0,107.0,FEB,2018,,,,,,,
ŽETALE,8.0,13.0,3.0,2.0,8.0,3.0,5.0,42.0,FEB,2018,,,,,,,
ŽIRI,29.0,18.0,4.0,6.0,21.0,3.0,10.0,91.0,FEB,2018,,,,,,,
ŽIROVNICA,35.0,13.0,9.0,6.0,13.0,10.0,14.0,100.0,FEB,2018,,,,,,,
ŽUŽEMBERK,25.0,20.0,7.0,4.0,13.0,16.0,28.0,113.0,FEB,2018,,,,,,,
Občina izven RS,285.0,104.0,48.0,29.0,51.0,10.0,24.0,551.0,FEB,2018,,,,,,,
,,,,,,,,,FEB,2018,,,,,,,
,,,,,,,,85683.0,FEB,2018,,,,,,,
AJDOVŠČINA,117.0,78.0,59.0,34.0,104.0,38.0,193.0,623.0,MAR,2018,,,,,,,
ANKARAN,26.0,19.0,10.0,8.0,17.0,6.0,30.0,116.0,MAR,2018,,,,,,,
APAČE,33.0,30.0,12.0,10.0,43.0,16.0,50.0,194.0,MAR,2018,,,,,,,
BELTINCI,95.0,90.0,35.0,26.0,70.0,33.0,139.0,488.0,MAR,2018,,,,,,,
BENEDIKT,18.0,12.0,8.0,1.0,14.0,5.0,5.0,63.0,MAR,2018,,,,,,,
BISTRICA OB SOTLI,13.0,6.0,3.0,3.0,7.0,2.0,15.0,49.0,MAR,2018,,,,,,,
BLED,58.0,51.0,18.0,13.0,34.0,12.0,27.0,213.0,MAR,2018,,,,,,,
BLOKE,9.0,13.0,3.0,2.0,13.0,7.0,13.0,60.0,MAR,2018,,,,,,,
BOHINJ,36.0,29.0,11.0,4.0,15.0,7.0,12.0,114.0,MAR,2018,,,,,,,
BOROVNICA,30.0,32.0,11.0,4.0,35.0,13.0,49.0,174.0,MAR,2018,,,,,,,
BOVEC,28.0,19.0,6.0,4.0,19.0,4.0,12.0,92.0,MAR,2018,,,,,,,
BRASLOVČE,44.0,32.0,14.0,13.0,34.0,10.0,42.0,189.0,MAR,2018,,,,,,,
BRDA,40.0,15.0,7.0,9.0,25.0,9.0,16.0,121.0,MAR,2018,,,,,,,
BREZOVICA,62.0,52.0,32.0,17.0,70.0,40.0,94.0,367.0,MAR,2018,,,,,,,
BREŽICE,196.0,128.0,82.0,37.0,169.0,96.0,388.0,1096.0,MAR,2018,,,,,,,
CANKOVA,21.0,14.0,5.0,2.0,18.0,10.0,44.0,114.0,MAR,2018,,,,,,,
CELJE,568.0,361.0,204.0,120.0,458.0,188.0,645.0,2544.0,MAR,2018,,,,,,,
CERKLJE NA GORENJSKEM,39.0,31.0,17.0,12.0,32.0,10.0,22.0,163.0,MAR,2018,,,,,,,
CERKNICA,85.0,71.0,29.0,13.0,76.0,34.0,74.0,382.0,MAR,2018,,,,,,,
CERKNO,16.0,13.0,1.0,6.0,15.0,6.0,13.0,70.0,MAR,2018,,,,,,,
CERKVENJAK,16.0,13.0,4.0,3.0,12.0,4.0,3.0,55.0,MAR,2018,,,,,,,
CIRKULANE,21.0,16.0,6.0,4.0,16.0,13.0,16.0,92.0,MAR,2018,,,,,,,
ČRENŠOVCI,48.0,29.0,16.0,13.0,38.0,24.0,122.0,290.0,MAR,2018,,,,,,,
ČRNA NA KOROŠKEM,21.0,25.0,7.0,1.0,10.0,8.0,28.0,100.0,MAR,2018,,,,,,,
ČRNOMELJ,111.0,83.0,57.0,35.0,100.0,53.0,372.0,811.0,MAR,2018,,,,,,,
DESTRNIK,16.0,11.0,5.0,7.0,12.0,7.0,10.0,68.0,MAR,2018,,,,,,,
DIVAČA,24.0,21.0,17.0,8.0,33.0,10.0,30.0,143.0,MAR,2018,,,,,,,
DOBJE,8.0,2.0,2.0,1.0,5.0,3.0,12.0,33.0,MAR,2018,,,,,,,
DOBREPOLJE,20.0,9.0,10.0,7.0,22.0,9.0,34.0,111.0,MAR,2018,,,,,,,
DOBRNA,19.0,14.0,5.0,0.0,8.0,4.0,10.0,60.0,MAR,2018,,,,,,,
DOBROVA-POLHOV GRADEC,30.0,24.0,18.0,7.0,43.0,15.0,39.0,176.0,MAR,2018,,,,,,,
DOBROVNIK,15.0,12.0,7.0,3.0,23.0,7.0,36.0,103.0,MAR,2018,,,,,,,
DOL PRI LJUBLJANI,32.0,31.0,16.0,15.0,38.0,12.0,50.0,194.0,MAR,2018,,,,,,,
DOLENJSKE TOPLICE,16.0,7.0,5.0,4.0,13.0,1.0,26.0,72.0,MAR,2018,,,,,,,
DOMŽALE,219.0,168.0,95.0,64.0,206.0,71.0,271.0,1094.0,MAR,2018,,,,,,,
DORNAVA,27.0,11.0,5.0,3.0,12.0,6.0,12.0,76.0,MAR,2018,,,,,,,
DRAVOGRAD,78.0,47.0,22.0,5.0,57.0,31.0,67.0,307.0,MAR,2018,,,,,,,
DUPLEK,67.0,49.0,23.0,14.0,64.0,23.0,67.0,307.0,MAR,2018,,,,,,,
GORENJA VAS-POLJANE,16.0,28.0,11.0,7.0,22.0,5.0,23.0,112.0,MAR,2018,,,,,,,
GORIŠNICA,30.0,22.0,12.0,6.0,22.0,8.0,24.0,124.0,MAR,2018,,,,,,,
GORJE,18.0,20.0,6.0,5.0,14.0,5.0,9.0,77.0,MAR,2018,,,,,,,
GORNJA RADGONA,89.0,63.0,25.0,21.0,78.0,41.0,114.0,431.0,MAR,2018,,,,,,,
GORNJI GRAD,17.0,18.0,12.0,1.0,10.0,5.0,13.0,76.0,MAR,2018,,,,,,,
GORNJI PETROVCI,20.0,23.0,11.0,4.0,13.0,8.0,22.0,101.0,MAR,2018,,,,,,,
GRAD,21.0,9.0,7.0,2.0,11.0,11.0,30.0,91.0,MAR,2018,,,,,,,
GROSUPLJE,132.0,94.0,59.0,31.0,126.0,58.0,251.0,751.0,MAR,2018,,,,,,,
HAJDINA,28.0,17.0,11.0,7.0,20.0,14.0,14.0,111.0,MAR,2018,,,,,,,
HOČE-SLIVNICA,105.0,83.0,54.0,40.0,86.0,39.0,110.0,517.0,MAR,2018,,,,,,,
HODOŠ,6.0,0.0,1.0,1.0,2.0,0.0,5.0,15.0,MAR,2018,,,,,,,
HORJUL,13.0,15.0,1.0,2.0,15.0,2.0,17.0,65.0,MAR,2018,,,,,,,
HRASTNIK,95.0,65.0,25.0,22.0,75.0,31.0,147.0,460.0,MAR,2018,,,,,,,
HRPELJE-KOZINA,30.0,21.0,13.0,8.0,24.0,11.0,33.0,140.0,MAR,2018,,,,,,,
IDRIJA,56.0,29.0,30.0,23.0,41.0,16.0,37.0,232.0,MAR,2018,,,,,,,
IG,33.0,29.0,14.0,8.0,45.0,11.0,48.0,188.0,MAR,2018,,,,,,,
ILIRSKA BISTRICA,98.0,61.0,34.0,23.0,59.0,28.0,143.0,446.0,MAR,2018,,,,,,,
IVANČNA GORICA,82.0,78.0,42.0,22.0,69.0,32.0,135.0,460.0,MAR,2018,,,,,,,
IZOLA,137.0,104.0,53.0,21.0,97.0,47.0,125.0,584.0,MAR,2018,,,,,,,
JESENICE,160.0,98.0,52.0,40.0,101.0,28.0,124.0,603.0,MAR,2018,,,,,,,
JEZERSKO,2.0,3.0,2.0,2.0,5.0,0.0,1.0,15.0,MAR,2018,,,,,,,
JURŠINCI,14.0,14.0,7.0,1.0,11.0,3.0,5.0,55.0,MAR,2018,,,,,,,
KAMNIK,195.0,125.0,72.0,61.0,123.0,59.0,239.0,874.0,MAR,2018,,,,,,,
KANAL,48.0,30.0,27.0,8.0,34.0,8.0,34.0,189.0,MAR,2018,,,,,,,
KIDRIČEVO,51.0,39.0,17.0,13.0,42.0,16.0,30.0,208.0,MAR,2018,,,,,,,
KOBARID,19.0,16.0,7.0,7.0,24.0,4.0,16.0,93.0,MAR,2018,,,,,,,
KOBILJE,1.0,3.0,3.0,2.0,6.0,2.0,8.0,25.0,MAR,2018,,,,,,,
KOČEVJE,160.0,139.0,67.0,51.0,135.0,84.0,598.0,1234.0,MAR,2018,,,,,,,
KOMEN,31.0,7.0,10.0,3.0,24.0,15.0,21.0,111.0,MAR,2018,,,,,,,
KOMENDA,40.0,26.0,13.0,13.0,19.0,12.0,23.0,146.0,MAR,2018,,,,,,,
KOPER,402.0,311.0,195.0,106.0,306.0,117.0,441.0,1878.0,MAR,2018,,,,,,,
